Tweet_count,Username,Text,Created At,Retweets,Likes
337,"Cyprian, Is Nyakundi","Proponent of Deputy President Rigathi Gachagua's impeachment motion MP Mwengi Mutuse (Kibwezi West) encountered pushback from constituents who voiced their disapproval of the motion during today's public participation event in Makueni County.

Many attendees expressed a https://t.co/TBzPpqPNnN",Fri Oct 04 19:34:36 +0000 2024,417,1151
338,Andrew Muoki,DP Rigathi Gachagua has decided to go Aura for Aura https://t.co/oGJtZ9t9Mc,Tue Oct 08 15:28:58 +0000 2024,7,46
339,LANDLORD🇰🇪,"Rigathi Gachagua to Parliament...

""Play Video 1 and 2"" https://t.co/T8IIHewFXv",Tue Oct 08 15:41:52 +0000 2024,55,313
340,U D A - Official Fans Page.,"If you get a chance to meet Deputy President, Hon. Rigathi Gachagua, what will you tell him? https://t.co/1omiM5FUNY",Mon Oct 07 18:24:55 +0000 2024,33,465
341,Dan Nyagah,Uhuru Kenyatta used the same Luo fools to fight William Ruto and the same William Ruto is today using the same ODM fools to fight Rigathi Gachagua....it means ni watu wa KUTUMIWA kama ng'ombe....no wonder they will never form their own Government. https://t.co/rNwOWm5YU4,Wed Oct 09 03:37:47 +0000 2024,16,80
342,Lupellah Johnson,"Happening now Heavy police presence around Parliament and nairobi cbd ahead of tabling of DP Rigathi Gachagua impeachment motion as Makueni Senator Dan Maanzo files censure motion against President William Ruto at the Senate; claims 😅😅🔥
Incase unataka kuhurumia Dp Rigathi https://t.co/t0GAmk0ey6",Tue Oct 01 10:38:52 +0000 2024,64,107
343,K24 TV,"If you met Rigathi Gachagua today, what would you tell him?

#K24Questions https://t.co/AC8XdbXpfl",Tue Oct 08 18:28:46 +0000 2024,51,634
344,Ahmednasir Abdullahi SC,DP RIGATHI GACHAGUA MUST RESIGN...THE WEALTH HE ACQUIRED IN TWO YEARS IS HARAM https://t.co/9t9TNbwrX1,Tue Oct 01 09:08:54 +0000 2024,614,2796
345,Omwamba 🇰🇪,"This is how MPs Voted on the Impeachment Motion against DP Rigathi Gachagua :
1. Joseph Samal Lomwa - YES 
2. Timothy Wanyonyi - YES
3. Jackson Kosgei - YES 
4. Samuel Chepkonga - YES 
5. Benjamin Lagat - YES 
6. Marianne Kitany - YES
7. Samuel Atandi - YES
8. John Walter Owino -",Tue Oct 08 18:31:56 +0000 2024,757,3678
346,Omwamba 🇰🇪,Stop whatever you’re doing and Look at how Budalangi Member of Parliament Raphael Wanjala Read an alleged Dismissal Letter of DP Rigathi Gachagua's as a DO in 1997 https://t.co/T8tC9UbVO2,Tue Oct 08 13:37:43 +0000 2024,92,477
347,Gonza 🇰🇪,"Polite reminder 🕓🔙  

Rigathi Gachagua aka Riggy G has  been praising his children for the last 1 hour &amp; telling you how they're Billionaire investors 

When people's children were being shot dead on June 25th he kept quiet &amp; was busy congratulating Police 
😭 https://t.co/ddQ9Xk1Ui4",Mon Oct 07 17:23:11 +0000 2024,45,204
348,TheStarKenya,"Should President William Ruto and his Deputy Rigathi Gachagua be impeached?

#starkenyanews https://t.co/Ogg81IYdMO",Wed Oct 02 07:29:19 +0000 2024,1540,10210
349,H.E President William Ruto (Commentary),"DP Rigathi Gachagua presser this evening from Karen, Nairobi. https://t.co/yl1IIrLTgK",Mon Oct 07 15:21:38 +0000 2024,34,491
350,H.E President William Ruto (Commentary),What's your take on DP Rigathi Gachagua Riggy G address? https://t.co/0GcdMYREwb,Mon Oct 07 19:34:39 +0000 2024,79,1792
351,CITY DIGEST.,"HAPPENING NOW
Protests in Mathira After Rigathi Gachagua's impeachment.
Watch Video in Thread 👇 https://t.co/qna6tn0GyA",Tue Oct 08 19:58:39 +0000 2024,58,822
352,Mr J,I remember this in 2021 . The king and queen of corruption. Anne waiguru as DP would be crazy. Rigathi Gachagua won’t resign. https://t.co/DzHA1Wx0WX,Mon Oct 07 16:41:58 +0000 2024,88,371
353,Dr. King'ori (Shaman),"I do not dispute that Rigathi Gachagua may be an evil man, lakini people like Junet Mohamed are also an example of everything that is wrong with this country.",Tue Oct 08 16:10:31 +0000 2024,2002,6893
354,"H.E. Rigathi Gachagua, EGH","Jeremiah 30:19

""From them will come songs of thanksgiving 
and the sound of rejoicing. I will add to their numbers, and they will not be decreased; I will bring them honor, and they will not be disdained.""

It is well.",Tue Oct 08 19:35:15 +0000 2024,514,3040
355,Bianca™,DP Rigathi Gachagua built his defense using President William Ruto's clips 😕 https://t.co/NdCINSrfSS,Tue Oct 08 15:23:01 +0000 2024,188,2243
356,Book Ten,Rigathi Gachagua has been impeached https://t.co/0YmYzeizpH,Tue Oct 08 18:20:49 +0000 2024,126,807
357,Bianca™,"Senator Samson Cherargei with his boss, DP Rigathi Gachagua! Now you know who was behind the bill to extend the presidential term limit from 5 to 7 years! Perhaps Riggy G was 100% confident that he was going to overthrow his boss. Remember, Riggy G through Malala also wanted to https://t.co/ko1h5chD9O",Tue Oct 08 16:45:58 +0000 2024,92,665
358,Mpasho News,"I’m a man elected by 7.2 million Kenyans, I have no intentions of resigning , I will fight to the end. Anyone who thinks I will is a joker. - DP Rigathi Gachagua. https://t.co/lsg5TNTjTw",Mon Oct 07 18:12:41 +0000 2024,30,219
359,MetroBoomin,"The late Gachagua,Rigathi gachaguas brother left them 80 apartments in lang'ta. Underline 80 apartments in Lang'ta. Woi!! Mai lord abba father https://t.co/sWJdohcbU4",Mon Oct 07 16:57:57 +0000 2024,734,5276
360,Mallo Fredrick,"Takeaway: Even matching outfits can’t save a relationship.

#FormIEBC Rigathi Gachagua Riggy G Senate https://t.co/k0v7llq6Te",Wed Oct 09 05:33:41 +0000 2024,0,2
361,PropesaTV,Rigathi Gachagua will need 7 more senators. Hapa National Assembly iko kwa mfuko ya Ruto na Raila https://t.co/cU1eKQAa88,Tue Oct 08 08:25:44 +0000 2024,56,402
362,Omwamba 🇰🇪,All is Set from DP Rigathi Gachagua’s Karen Residence. https://t.co/vKdiEAtIMJ,Mon Oct 07 15:42:18 +0000 2024,60,464
363,Bianca™,"Deputy President Rigathi Gachagua has been TRAPPED by the TRAPS he laid around the State House for Raila Odinga, as 281 MPs have voted to send him home. https://t.co/Z6X548O3DY",Tue Oct 08 18:28:12 +0000 2024,42,298
364,Hon. Katiwa 𝕏,"From what I am hearing from the deputy president Rigathi Gachagua,  mp Mwengi Mutuse should end up in jail-Kamiti! Isn't this political conmanship? https://t.co/WbgUmDUJh6",Mon Oct 07 16:47:03 +0000 2024,512,2730
365,OTWOMA THE BRAND🇰🇪,""" Rigathi Gachagua is being impeached and will be taken to court if he resigns."" ~ Ken Mijungu https://t.co/qI4kkcerZw",Wed Oct 02 05:56:37 +0000 2024,431,1910
366,Omwamba 🇰🇪,What do you think DP Rigathi Gachagua will talk about in his 7 PM national address from his Karen Residence? https://t.co/bCPlK4Q3Q7,Mon Oct 07 15:22:53 +0000 2024,56,382
367,Eng Geoffrey,"Kieni MP sold a piece of land to DP Rigathi Gachagua. 

He then met Mp Mutuse secretly and lied to him that Gachagua owns a mysterious piece of land.

Then a day to the impeachment, kieni MP gets admitted to hospital so that Mutuse can find the mysterious piece of land 🤡🤡😂😂.",Mon Oct 07 18:41:55 +0000 2024,754,3689
368,Author Sakwah Ongoma,"Rigathi Gachagua: I wish to confess. 
RUTO: You wish to confess? 
Gachagua: Yes, president. I'm guilty. Is that what you want to hear? 
RUTO: You admit to being corrupt, and tribalistic? 
GACHAGUA: No, of that I'm innocent. I am guilty of a far more monstrous crime. I am guilty https://t.co/Gl4nXPnL5y",Mon Oct 07 16:48:04 +0000 2024,1120,3790
369,Omwamba 🇰🇪,"I am persuaded that the National Intelligence Service, NIS ought to have known before hand, that the public was completely opposed to the Finance Bill and they ought to have briefed the President William Ruto before the protests began - DP Rigathi Gachagua https://t.co/oOVhDvs4xG",Tue Oct 08 15:49:17 +0000 2024,71,397
370,The Government Critic 🇰🇪,Oscar Sudi who has missed over 86 house sessions in parliament has arrived in parliament to vote YES the impeachment of the Deputy President Rigathi Gachagua. https://t.co/886X91N78Q,Tue Oct 08 17:25:31 +0000 2024,16,46
371,Crazy Kenyan,"HAPPENING NOW 
Rigathi Gachagua is on shareholding accusations https://t.co/r9ZAtUCW62",Tue Oct 08 15:27:22 +0000 2024,5,34
372,The Standard Digital,"""It is well,"" ~ DP Rigathi Gachagua https://t.co/wXD2cdwHer",Tue Oct 08 20:07:47 +0000 2024,21,211
373,°3Men,"Rigathi Gachagua after cooking the National Assembly and Ruto himself 😅, Evidence iko kwa kalatas https://t.co/Vu9u7GMeRD",Tue Oct 08 15:23:25 +0000 2024,98,320
374,KOT Socha 🇰🇪,"*2 months later

""We already miss the deputy president Rigathi Gachagua "" https://t.co/RMP9sR701h",Tue Oct 08 18:14:27 +0000 2024,28,190
375,PK SELLASIE,"If not today then it has to be now.
Even Rigathi Gachagua said it's a higher officials project 

Please just RETWEET 
#StopAdani https://t.co/ejsrlQMwnQ",Tue Oct 08 13:15:23 +0000 2024,400,486
376,The DynamiquesBand,"Hii series ni Moto sana
Rigathi Gachagua Riggy G season 1 https://t.co/RB7Ut2MS51",Tue Oct 08 15:05:00 +0000 2024,5,20
377,Nyaburi🇰🇪,"William Ruto, Wetangula and kenyan MPs to Rigathi Gachagua 😀

ENYEWE KENYA NI HOME💪 https://t.co/qSO7UkcTxV",Tue Oct 08 16:30:05 +0000 2024,78,113
378,Oyaro K'Oyaro,Muranga Woman Rep Betty Njeri Maina joins her Husband Mathira Member of Parliament Eric Wamumbi in voting YES to Impeach their dowry Negotiator Deputy President Rigathi Gachagua. Fear People! https://t.co/GdrvWLS2bz,Tue Oct 08 18:14:05 +0000 2024,3,25
379,Omwamba 🇰🇪,Deputy President Rigathi Gachagua is now in the Theatre of The Absurd to defend Himself! https://t.co/on5SqXtW9y,Tue Oct 08 14:19:21 +0000 2024,108,907
380,PK SELLASIE,"Believe it or not Sabina Chege voted Yes to impeach Rigathi Gachagua

Fear this gender!! https://t.co/qcInpRmpki",Tue Oct 08 19:27:27 +0000 2024,141,996
381,Omwamba 🇰🇪,Mumias East Member of Parliament Peter Salasya Votes NO to Impeach DP Rigathi Gachagua! https://t.co/S533ozF3HL,Tue Oct 08 17:51:57 +0000 2024,894,8426
382,Jey🧢,"Video za uongo za Zakayo zimeletwa bunge
🤣🤣

Na Rigathi Gachagua https://t.co/0nLvyvpLDT",Tue Oct 08 15:04:05 +0000 2024,9,44
383,Mrs.Mutiso Frank,"Mr Truthful looter,Pack And Go.  Everyday  Rigathi Gachagua remains in office is a day we allow corruption to thrive!  Riggy G should receive No Sympathy He's  Red Flags! 
#EndOfAnError 
#ImpeachaGachagua
#Resignation 
Kimani Ichung'wah Mudavadi Sonko Duale Anne Waiguru Dubai https://t.co/FhurDO80v5",Tue Oct 08 06:41:00 +0000 2024,2,12
384,Prime Media News 😍😍,"H.E. Rigathi Gachagua, EGH apology Rejected!!! TUESDAY HOME!!Murang'a Woman Rep Vows https://t.co/GICk8d6t7S",Sun Oct 06 21:01:39 +0000 2024,3,4
385,"Francis Atwoli NOM (DZA), CBS, EBS, MBS.",COTU (K) joins Kenyans in celebrating and congratulating His Excellency President William S. Ruto and his Deputy His Excellency Hon. Rigathi Gachagua on their inauguration. https://t.co/xQUjQkPqPd,Wed Sep 14 08:44:41 +0000 2022,550,5314
386,"Cyprian, Is Nyakundi",Githunguri MP Gathoni Wamuchomba: Deputy President Rigathi Gachagua is going nowhere! https://t.co/lb2UoewcDx,Tue Oct 08 13:20:21 +0000 2024,198,1084
387,Allano🖤,If Rigathi Gachagua can be successfully impeached then it means taking the Sugoi butcher home is possible as well. https://t.co/q3imvfoi2q,Tue Oct 08 19:01:54 +0000 2024,28,231
388,Omwamba 🇰🇪,Look at how DP Rigathi Gachagua Destroyed Kieni Member of Parliament Njoroge Wainana and Kibwezi West MP Mwengi Mutuse in less than 2 Minutes! https://t.co/l1NTsns9hY,Tue Oct 08 05:24:23 +0000 2024,111,566
389,CHECKMATE🇰🇪,Nimeanza kuhurumia Rigathi Gachagua 🥲 https://t.co/ekA49t2P9a,Mon Oct 07 17:03:07 +0000 2024,14,90
390,Omwamba 🇰🇪,"HAPPENING NOW
Heavy Police presence around Parliament Buildings ahead of DP Rigathi Gachagua’s Impeachment Motion in the Afternoon! https://t.co/vKcDzr5wnw",Tue Oct 08 06:46:28 +0000 2024,197,1051
391,Boniface Mwangi - Commentary,What Next for DP Rigathi Gachagua? https://t.co/nR21fzdLWI,Tue Oct 08 17:40:16 +0000 2024,41,177
392,"Cyprian, Is Nyakundi",Deputy President Rigathi Gachagua is currently at Parliament VIP lounge awaiting appearance before MPs to defend himself against impeachment motion. https://t.co/lHv0Fz4BWT,Tue Oct 08 14:12:39 +0000 2024,129,891
393,The Story,listen to Amollo's views on Impeachment of Dp Rigathi Gachagua and oozing wisdom on matters IEBC https://t.co/I2UwfGQIZs,Tue Oct 08 09:35:04 +0000 2024,0,13
394,LANDLORD🇰🇪,Another Sensational meme by Rigathi Gachagua 😂😂😂😂 https://t.co/TIRuJmURsF,Mon Oct 07 18:50:22 +0000 2024,118,568
395,The Government Critic 🇰🇪,"""A decision has been made that Rigathi Gachagua is no longer useful to this administration. My role was to help fight Uhuru Kenyatta and bring Ruto to power"" ~ Truthful men Riggy G https://t.co/gq6Glacboj",Mon Oct 07 18:10:17 +0000 2024,11,21
396,The Government Critic 🇰🇪,You still say Rigathi Gachagua is bad? Cornelius Ronoh was abducted yesterday by masked men at Embakasi https://t.co/ms7FlGZbYc,Tue Oct 08 06:07:23 +0000 2024,331,482
397,Kenyans.co.ke,I want to call upon Gen Z to tell us whom to engage with - Rigathi Gachagua https://t.co/QRvWcbLF5G,Wed Jun 26 15:36:09 +0000 2024,824,6540
398,The Standard Digital,"An overwhelming majority who took part in the public participation exercise supported the removal of Deputy President Rigathi Gachagua, according to the National Assembly.

https://t.co/sn9LBWFEeg",Wed Oct 09 04:30:16 +0000 2024,1,10
399,Eva,Nderitu Gachagua Right now in heaven 😂😂 #ImpeachGachagua #RiggyGImpeached #RejectOpportunists #FreeKiprono #EndOfAnError Rigathi Gachagua Amerix Aoko Truthful Mutuse Sugoi  Karen National Assembly https://t.co/yxkclCnIez,Tue Oct 08 08:17:12 +0000 2024,0,0
400,Gfrm Moon 🇰🇪🇺🇲,The deputy president Rigathi Gachagua should spill the beans before resigning. Do you think he will expose President William Ruto? https://t.co/FY00edek7q,Mon Oct 07 16:20:07 +0000 2024,4,21
401,Citizen TV Kenya,"Herman Manyora: For every one thing you have against Rigathi Gachague, there will be five or six against Ruto. I would have advised the President to think twice. What will the President stand to gain by impeaching Gachagua and thereby antagonizing the mountain? Mt Kenya votes are https://t.co/UQliogsCdD",Mon Sep 30 20:25:41 +0000 2024,82,324
402,Ahmed Mohamed ((ASMALi)),Headlines on local dailies following the impeachment of Rigathi Gachagua https://t.co/GL1AR3y9gf,Wed Oct 09 03:56:07 +0000 2024,10,59
403,𝙌𝙎 🇰🇪,"Me trying to understand what is the beef between Aoko and Amerix, Rigathi Gachagua and that Mutise person https://t.co/3FZP5Vi6AB",Tue Oct 08 16:37:28 +0000 2024,71,93
404,kijana ya psycho😎,GenZs🇰🇪 do you support Rigathi Gachagua to stay or go home ?? https://t.co/rWeyxx8Syh,Tue Oct 08 14:38:38 +0000 2024,56,193
405,Gabriel Oguda,NTV remembered the arrogance Rigathi Gachagua had on the media and decided to remind him that karma is a patient bird. This is the violence that I signed up for. https://t.co/uF1Qzz6JGu,Wed Oct 02 19:51:49 +0000 2024,399,1699
406,PropesaTV,Police attack TV47's reporter Moige William at Mathira who is covering the residents' reaction following DP Rigathi Gachagua's impeachment by the National Assembly https://t.co/DHQQTMQ22L,Tue Oct 08 19:33:23 +0000 2024,252,648
407,"Cyprian, Is Nyakundi","DP Rigathi Gachagua: When I was asked to oversee inhuman eviction of poor people, I found it very difficult and I stepped aside. If that is the reason why I should be impeached, let it be. https://t.co/0x9HKu9vPb",Mon Oct 07 18:03:01 +0000 2024,1096,5080
408,Citizen TV Kenya,"‘One man, one bag…’ DP Rigathi Gachagua boards a plane carrying his own luggage while heading to Mombasa https://t.co/ZJ7nGZCXuC",Tue Jun 11 13:26:10 +0000 2024,685,5122
409,Rodfan Memes King 👑 Of Jokes,Rigathi Gachagua almost saying He Inherited his Wife https://t.co/d4282Qe1Is,Mon Oct 07 17:17:17 +0000 2024,49,281
410,KENYA GOSSIP HUB,"DP Rigathi Gachagua dismantling every allegations by playing video evidences.

Some of the accussations are just pure hate..... https://t.co/UtXAopVO8f",Tue Oct 08 15:04:44 +0000 2024,107,1086
411,PK SELLASIE,"Remember the name George Rigathi Gachagua Riggy G himself!!!
Parliament innnnnit!!! https://t.co/4nDj7jeVgU",Tue Oct 08 15:08:40 +0000 2024,60,450
412,"H.E. Rigathi Gachagua, EGH","Psalms 107:1 ""Oh give thanks to the Lord, for he is good, for his steadfast love endures forever""

Today's worship service at National Prayer Altar at the Official Residence, was a moment to thank God for His goodness. https://t.co/yvc28JYR85",Sun Oct 06 12:32:52 +0000 2024,104,1149
413,Nyaburi🇰🇪,Kenyan MPs to rigathi Gachagua 😀 https://t.co/jC5SQM6oqm,Tue Oct 08 14:18:54 +0000 2024,53,256
414,SLYVIA _SSARU,Kenya nayo bila comebacks utaishi kulia. This Rigathi Gachagua impeachment motion was full of drama in case you missed it😂😂😂. https://t.co/1IF6HH8Evf,Tue Oct 08 16:57:42 +0000 2024,88,250
415,Bianca™,"These two individuals, Ngunjiri Wambugu and Mutahi Kahiga, have effectively sent DP Rigathi Gachagua into political oblivion! One day, Riggy G will tell a story. https://t.co/8kFJjRmyck",Tue Oct 08 19:03:18 +0000 2024,66,495
416,kijana ya psycho😎,"Mpigs: Tuko kadi

Rigathi Gachagua: https://t.co/Kwy2C57jFT",Tue Oct 08 06:42:55 +0000 2024,139,224
417,Omwamba 🇰🇪,Lang'ata Member of Parliament Jalang'o has Voted YES to Impeach DP Rigathi Gachagua! https://t.co/M7LfgdH3Na,Tue Oct 08 17:46:13 +0000 2024,201,1836
